Date,Open,High,Low,Close,Adj Close,Volume
2010-04-01,102.800003,103.980003,102.650002,103.870003,92.71714,3331200
2010-04-05,104.230003,106.550003,103.550003,106.209999,94.80584,3475200
2010-04-06,105.839996,107.040001,105.360001,106.540001,95.100449,2227700
2010-04-07,106.0,106.550003,104.660004,105.470001,94.145325,3953900
2010-04-08,104.779999,106.489998,104.349998,106.290001,94.87728100000001,2835600
2010-04-09,106.629997,107.379997,106.08000200000001,106.760002,95.296791,2944300
2010-04-12,106.82,108.099998,106.370003,107.110001,95.60923000000001,2723400
2010-04-13,107.0,107.0,105.33000200000001,106.790001,95.323578,2077100
2010-04-14,107.639999,108.190002,106.510002,108.059998,96.45721400000001,2112000
2010-04-15,103.940002,107.290001,103.75,106.66999799999999,95.216461,9769500
2010-04-16,105.620003,106.790001,104.529999,105.440002,94.11853,5417900
2010-04-19,104.089996,105.599998,103.849998,105.18,93.88646700000001,2895500
2010-04-20,106.089996,108.43,106.07,107.809998,96.371475,3356700
2010-04-21,108.110001,108.480003,107.08000200000001,108.059998,96.594978,2999100
2010-04-22,106.93,108.470001,105.959999,108.239998,96.755882,3203600
2010-04-23,107.910004,109.989998,106.699997,109.870003,98.212936,3774300
2010-04-26,109.860001,111.0,109.07,109.489998,97.87326800000001,3466700
2010-04-27,108.970001,109.25,105.5,105.860001,94.628395,3838600
2010-04-28,106.459999,107.150002,104.83000200000001,106.58000200000001,95.272003,2877600
2010-04-29,107.099998,107.449997,102.220001,102.91999799999999,92.000313,7898700
2010-04-30,102.779999,103.0,96.059998,101.760002,90.963409,14487600
2010-05-03,101.879997,105.550003,101.150002,104.550003,93.457359,5995800
2010-05-04,102.07,102.410004,99.75,100.91999799999999,90.212524,4989000
2010-05-05,99.309998,100.809998,98.0,99.300003,88.764404,4577600
2010-05-06,98.959999,100.209999,90.410004,95.959999,85.778786,6581200
2010-05-07,95.959999,96.900002,92.019997,93.529999,83.60659,7296000
2010-05-10,97.0,98.66999799999999,96.440002,98.269997,87.843712,4365200
2010-05-11,97.019997,98.870003,96.190002,96.660004,86.40451800000001,4105800
2010-05-12,97.489998,99.050003,96.989998,98.440002,87.995636,3633500
2010-05-13,98.279999,98.440002,96.25,96.459999,86.225746,4586200
2010-05-14,95.809998,95.970001,92.019997,94.279999,84.277016,6058000
2010-05-17,94.809998,95.489998,93.150002,95.190002,85.090469,7078600
2010-05-18,96.290001,97.07,93.529999,94.040001,84.062462,5643200
2010-05-19,93.540001,94.589996,91.199997,93.260002,83.365234,5046800
2010-05-20,91.25,91.5,87.389999,87.970001,78.636482,8413200
2010-05-21,86.07,90.550003,85.160004,89.58000200000001,80.07566800000001,6514400
2010-05-24,89.739998,89.739998,87.339996,87.349998,78.082275,4137400
2010-05-25,84.790001,88.239998,83.550003,88.040001,78.699051,4748900
2010-05-26,89.07,90.5,87.400002,87.809998,78.49346899999999,4644000
2010-05-27,90.400002,91.970001,90.050003,91.839996,82.095894,6533900
2010-05-28,92.32,92.559998,89.260002,89.540001,80.03994,6665000
2010-06-01,87.900002,88.849998,85.239998,85.41999799999999,76.357056,6332700
2010-06-02,86.120003,89.099998,84.5,89.040001,79.592979,6382900
2010-06-03,90.129997,90.599998,86.610001,89.599998,80.09356700000001,10686100
2010-06-04,87.260002,90.639999,87.029999,87.57,78.278938,7082400
2010-06-07,88.559998,89.68,85.82,86.029999,76.902328,6416300
2010-06-08,86.639999,89.0,85.730003,88.889999,79.45886999999999,4732900
2010-06-09,90.43,92.730003,88.440002,88.839996,79.414177,5431500
2010-06-10,90.959999,93.349998,90.699997,93.260002,83.365234,4079600
2010-06-11,92.480003,93.739998,91.779999,93.639999,83.704903,3104400
2010-06-14,95.029999,96.699997,93.910004,95.339996,85.224564,5007500
2010-06-15,95.82,98.410004,95.82,98.199997,87.781082,4518000
2010-06-16,97.480003,99.110001,96.800003,97.620003,87.26263399999999,5599200
2010-06-17,98.150002,98.230003,95.779999,97.190002,86.878273,3718200
2010-06-18,97.379997,99.489998,96.209999,97.57,87.217941,4534500
2010-06-21,99.589996,99.959999,94.949997,95.550003,85.412277,4340900
2010-06-22,95.849998,96.029999,93.010002,93.33000200000001,83.427826,3983400
2010-06-23,93.139999,93.25,90.860001,92.209999,82.426651,4106600
2010-06-24,91.730003,92.620003,89.379997,89.66999799999999,80.15612,3688500
2010-06-25,90.66999799999999,90.879997,88.550003,89.91999799999999,80.379623,5565900
2010-06-28,90.339996,90.339996,87.629997,87.709999,78.40406800000001,3926700
2010-06-29,85.959999,86.129997,84.0,84.510002,75.543587,4996900
2010-06-30,84.690002,85.849998,83.849998,84.190002,75.257553,4913600
2010-07-01,83.760002,85.110001,81.940002,83.699997,74.81952700000001,5232500
2010-07-02,84.040001,84.739998,82.32,82.849998,74.059708,2715000
2010-07-06,84.589996,84.709999,82.16999799999999,82.889999,74.09549,4682000
2010-07-07,83.480003,87.050003,83.440002,87.050003,77.814102,4644200
2010-07-08,88.269997,88.269997,86.279999,87.400002,78.126991,3313100
2010-07-09,87.400002,88.019997,86.739998,87.879997,78.55603,2758200
2010-07-12,86.75,86.75,84.199997,85.07,76.044189,6736800
2010-07-13,86.400002,87.339996,85.900002,86.650002,77.456558,4190800
2010-07-14,86.410004,87.230003,85.620003,86.83000200000001,77.617447,2546500
2010-07-15,86.870003,87.160004,84.290001,86.129997,76.991722,5286200
2010-07-16,85.66999799999999,85.66999799999999,82.379997,82.75,73.970329,5485200
2010-07-19,83.910004,85.809998,83.5,85.589996,76.508995,5180200
2010-07-20,84.459999,88.620003,84.459999,88.279999,79.052155,4318100
2010-07-21,87.449997,88.849998,87.0,87.449997,78.30890699999999,10297400
2010-07-22,88.730003,90.120003,87.800003,89.279999,79.94761700000001,7117500
2010-07-23,89.220001,93.43,89.07,92.790001,83.090744,29232100
2010-07-26,94.459999,95.599998,93.5,95.5,85.517464,8226500
2010-07-27,96.07,96.449997,93.910004,94.91999799999999,84.99807,5501400
2010-07-28,94.489998,95.41999799999999,93.610001,94.370003,84.505562,3536600
2010-07-29,94.790001,96.190002,94.489998,95.400002,85.427902,5126900
2010-07-30,94.07,96.260002,93.800003,95.58000200000001,85.589073,4850300
2010-08-02,97.040001,98.800003,96.66999799999999,98.470001,88.177002,4229200
2010-08-03,98.18,98.620003,97.129997,98.019997,87.774033,3696800
2010-08-04,98.150002,98.66999799999999,96.519997,97.760002,87.541214,4428600
2010-08-05,97.099998,97.849998,96.199997,97.550003,87.353149,3410600
2010-08-06,96.339996,96.58000200000001,94.110001,95.949997,85.920395,4642200
2010-08-09,96.309998,96.82,95.230003,96.220001,86.162193,2377200
2010-08-10,94.93,95.900002,93.83000200000001,95.459999,85.481636,3559000
2010-08-11,93.5,93.760002,92.029999,92.33000200000001,82.678795,3971000
2010-08-12,91.260002,93.339996,91.0,91.849998,82.248993,3960400
2010-08-13,91.68,92.58000200000001,91.059998,91.260002,81.720665,2733000
2010-08-16,90.800003,91.690002,90.5,91.400002,81.846016,2661400
2010-08-17,92.349998,93.5,92.010002,93.0,83.278763,3294500
2010-08-18,92.540001,93.25,91.599998,92.83000200000001,83.126549,2690000
2010-08-19,92.489998,92.83000200000001,91.16999799999999,91.75,82.159447,3400300
2010-08-20,90.970001,91.239998,90.0,90.529999,81.066971,3396200
2010-08-23,90.900002,91.18,89.349998,89.459999,80.108795,3645100
2010-08-24,88.0,88.860001,87.349998,87.480003,78.33579300000001,6400400
2010-08-25,86.849998,87.059998,85.349998,86.660004,77.601501,5612700
2010-08-26,87.379997,89.41999799999999,87.16999799999999,87.290001,78.165649,5175000
2010-08-27,87.879997,90.139999,86.599998,89.970001,80.565483,3787300
2010-08-30,89.75,91.059998,89.489998,89.550003,80.18940699999999,3309600
2010-08-31,89.050003,90.309998,88.699997,89.849998,80.458046,3940800
2010-09-01,91.239998,93.099998,91.220001,92.459999,82.795227,3450400
2010-09-02,92.639999,92.639999,87.58000200000001,91.300003,81.756485,15580400
2010-09-03,92.43,93.650002,91.779999,92.620003,82.938507,4539000
2010-09-07,92.040001,92.33000200000001,90.309998,90.360001,80.914749,3988800
2010-09-08,90.349998,92.459999,90.349998,91.949997,82.338539,2846300
2010-09-09,93.489998,93.610001,91.900002,92.709999,83.019081,3243600
2010-09-10,93.410004,94.050003,92.980003,93.730003,83.93248,3502400
2010-09-13,94.709999,94.989998,93.959999,94.599998,84.711517,2514100
2010-09-14,94.43,95.970001,93.970001,94.699997,84.801086,2887500
2010-09-15,94.040001,94.589996,93.260002,94.230003,84.380196,2820000
2010-09-16,93.660004,95.019997,93.620003,94.300003,84.442879,2328300
2010-09-17,94.739998,95.220001,92.57,94.480003,84.604057,3904100
2010-09-20,94.900002,96.440002,94.129997,96.029999,85.99205,3076100
2010-09-21,95.900002,96.809998,95.08000200000001,96.07,86.027847,3200300
2010-09-22,96.209999,97.599998,95.239998,95.41999799999999,85.445808,2122300
2010-09-23,94.519997,96.029999,94.129997,94.989998,85.06076800000001,2651400
2010-09-24,96.230003,98.650002,95.43,98.129997,87.872536,3463500
2010-09-27,98.160004,98.75,97.540001,97.559998,87.36210600000001,1929700
2010-09-28,97.940002,98.089996,95.68,97.099998,86.950203,2455700
2010-09-29,96.790001,98.610001,96.660004,98.029999,87.78299,2627400
2010-09-30,98.790001,99.089996,96.209999,97.760002,87.541214,3196900
2010-10-01,98.980003,99.379997,97.43,98.279999,88.006851,4554400
2010-10-04,97.589996,98.900002,96.510002,97.010002,86.869614,2779800
2010-10-05,98.239998,99.16999799999999,97.550003,98.900002,88.562057,3418400
2010-10-06,98.629997,99.83000200000001,98.33000200000001,99.760002,89.332153,2611700
2010-10-07,100.16999799999999,100.800003,98.519997,99.650002,89.233665,2894300
2010-10-08,99.639999,101.940002,99.16999799999999,101.529999,90.91714499999999,3150800
2010-10-11,101.58000200000001,102.690002,101.220001,102.010002,91.346954,2114000
2010-10-12,101.410004,102.160004,100.230003,101.57,90.952934,2522700
2010-10-13,102.41999799999999,103.790001,101.639999,103.290001,92.49316400000001,3091200
2010-10-14,103.25,104.120003,102.379997,103.230003,92.439423,3154500
2010-10-15,104.099998,104.220001,102.739998,104.139999,93.25431800000001,3884700
2010-10-18,104.459999,106.68,103.83000200000001,106.349998,95.233299,3787000
2010-10-19,104.050003,104.800003,101.32,102.279999,91.588737,5056000
2010-10-20,101.879997,104.040001,101.870003,103.400002,92.727654,3175600
2010-10-21,103.66999799999999,103.849998,102.160004,102.970001,92.342056,2656900
2010-10-22,103.139999,103.480003,100.790001,101.300003,90.844414,3507200
2010-10-25,102.160004,103.410004,101.010002,101.07,90.63813,2762200
2010-10-26,100.029999,100.599998,99.32,100.370003,90.01039899999999,3311800
2010-10-27,99.410004,100.629997,98.309998,100.510002,90.13595600000001,2738200
2010-10-28,101.239998,101.349998,99.82,100.360001,90.001434,2139400
2010-10-29,99.93,101.300003,99.760002,101.019997,90.5933,1970800
2010-11-01,102.339996,102.690002,100.389999,101.0,90.575378,2134300
2010-11-02,102.07,103.940002,101.389999,103.120003,92.476563,2361400
2010-11-03,103.260002,103.41999799999999,100.709999,102.58000200000001,91.992294,3494400
2010-11-04,105.18,109.239998,105.18,107.790001,96.66454300000001,6979000
2010-11-05,107.260002,108.75,106.83000200000001,108.690002,97.471664,4445700
2010-11-08,108.129997,110.260002,107.910004,109.510002,98.207031,3518800
2010-11-09,109.5,110.529999,109.139999,109.970001,98.619553,4656600
2010-11-10,110.120003,110.379997,108.940002,110.25,98.870636,6686000
2010-11-11,109.529999,110.709999,109.190002,110.709999,99.28315,3002900
2010-11-12,109.08000200000001,110.730003,108.440002,109.510002,98.207031,3515500
2010-11-15,110.139999,110.230003,107.370003,107.629997,96.521057,3843100
2010-11-16,106.790001,106.790001,104.349998,105.260002,94.395691,3666000
2010-11-17,104.93,106.610001,104.849998,105.790001,94.871002,2652900
2010-11-18,107.129997,108.730003,106.709999,108.220001,97.050156,2320000
2010-11-19,108.220001,109.239998,107.139999,109.110001,97.84828900000001,2782800
2010-11-22,108.66999799999999,109.16999799999999,106.550003,108.339996,97.157768,1704300
2010-11-23,107.120003,107.519997,104.959999,105.480003,94.592972,2376200
2010-11-24,106.660004,108.690002,106.620003,108.459999,97.265388,2282500
2010-11-26,106.839996,108.040001,106.07,107.190002,96.126488,846500
2010-11-29,106.75,108.949997,105.970001,108.41999799999999,97.22953000000001,2488200
2010-11-30,107.199997,108.699997,106.93,107.639999,96.530022,2687400
2010-12-01,109.839996,111.68,109.66999799999999,111.260002,99.77639,3082100
2010-12-02,111.620003,114.620003,111.5,114.379997,102.574387,2644600
2010-12-03,114.370003,115.339996,113.83000200000001,115.110001,103.229027,1794300
2010-12-06,115.040001,116.5,114.68,116.41999799999999,104.403816,2413400
2010-12-07,117.16999799999999,117.980003,115.83000200000001,116.32,104.314133,3326300
2010-12-08,116.139999,116.360001,112.660004,113.599998,101.87487,3327600
2010-12-09,114.16999799999999,114.699997,113.110001,114.489998,102.673027,2070600
2010-12-10,114.870003,115.08000200000001,113.849998,114.91999799999999,103.05863199999999,1385000
2010-12-13,115.900002,117.559998,115.489998,116.800003,104.744614,2925400
2010-12-14,117.25,117.489998,115.720001,116.25,104.251366,1890500
2010-12-15,115.339996,116.91999799999999,115.150002,116.019997,104.045097,2280500
2010-12-16,116.459999,117.5,115.760002,116.66999799999999,104.62799100000001,2012200
2010-12-17,115.889999,116.5,115.610001,116.449997,104.430702,2729800
2010-12-20,116.370003,117.120003,115.809998,117.07,104.986732,1476200
2010-12-21,117.370003,118.82,117.370003,118.160004,105.964226,1912600
2010-12-22,118.129997,118.529999,117.33000200000001,118.220001,106.01803600000001,1476900
2010-12-23,118.010002,118.589996,117.529999,118.480003,106.251205,1024100
2010-12-27,118.489998,118.559998,117.610001,118.309998,106.098724,830000
2010-12-28,118.43,118.730003,118.050003,118.459999,106.233231,897800
2010-12-29,118.790001,119.769997,118.360001,119.599998,107.255592,1059100
2010-12-30,119.83000200000001,120.800003,119.099998,119.91999799999999,107.54256399999998,1269100
2010-12-31,119.32,120.480003,119.199997,119.230003,106.92379,1299200
2011-01-03,120.589996,121.629997,120.010002,121.029999,108.537979,1893100
2011-01-04,121.779999,122.25,119.459999,121.860001,109.28233300000001,2816000
2011-01-05,121.5,125.0,120.370003,124.910004,112.017517,3059700
2011-01-06,125.160004,125.589996,121.910004,122.379997,109.74865,2178000
2011-01-07,122.800003,124.029999,122.16999799999999,123.16999799999999,110.45711499999999,2035300
2011-01-10,123.279999,125.239998,122.16999799999999,124.739998,111.86507399999999,2031100
2011-01-11,125.0,125.41999799999999,124.300003,125.129997,112.21478300000001,1857700
2011-01-12,126.25,127.139999,125.639999,126.199997,113.17436200000002,1837500
2011-01-13,126.93,127.16999799999999,124.410004,125.18,112.25965900000001,2750400
2011-01-14,124.860001,125.730003,123.360001,125.629997,112.66320800000001,3199500
2011-01-18,126.230003,127.639999,125.300003,127.559998,114.394028,2570900
2011-01-19,127.089996,127.730003,123.769997,124.18,111.49398000000001,2649100
2011-01-20,123.989998,124.790001,122.660004,124.160004,111.476021,2075900
2011-01-21,125.25,125.660004,124.0,125.599998,112.76891299999998,2222000
2011-01-24,124.83000200000001,125.690002,123.25,123.91999799999999,111.26053600000002,2693900
2011-01-25,123.08000200000001,123.08000200000001,120.32,122.639999,110.111305,4035200
2011-01-26,123.260002,123.349998,121.220001,122.099998,109.62645,5431900
2011-01-27,121.660004,121.900002,114.029999,116.33000200000001,104.445915,12839700
2011-01-28,116.050003,116.190002,110.290001,114.839996,103.108131,15891500
2011-01-31,114.699997,119.400002,114.309998,119.360001,107.166389,7182700
2011-02-01,120.150002,120.290001,117.089996,118.980003,106.825195,8829300
2011-02-02,118.699997,121.75,118.360001,121.059998,108.69271100000002,5444700
2011-02-03,120.41999799999999,120.639999,117.650002,118.32,106.23263500000002,4846900
2011-02-04,118.660004,118.93,116.459999,116.839996,104.90381599999999,5507100
2011-02-07,118.120003,118.82,117.150002,117.769997,105.73881499999999,3766300
2011-02-08,117.540001,118.050003,117.040001,117.5,105.49639099999999,3093100
2011-02-09,117.300003,117.620003,115.459999,116.150002,104.284302,3064300
2011-02-10,115.870003,118.889999,115.519997,117.75,105.72085600000001,5626800
2011-02-11,118.16999799999999,119.940002,117.019997,119.730003,107.498558,5808300
2011-02-14,120.5,122.199997,120.07,121.18,108.800446,3325900
2011-02-15,121.199997,121.559998,118.93,119.339996,107.14843,2941900
2011-02-16,120.139999,120.699997,118.589996,120.510002,108.19890600000001,4358900
2011-02-17,118.510002,121.860001,118.5,120.620003,108.297684,5672600
2011-02-18,121.029999,121.349998,119.550003,120.010002,107.74999199999999,4280000
2011-02-22,119.839996,120.66999799999999,116.279999,117.07,105.110344,4934200
2011-02-23,118.089996,121.190002,117.699997,120.93,108.57601899999999,4524500
2011-02-24,121.309998,121.739998,119.849998,120.5,108.189926,3288800
2011-02-25,120.989998,123.529999,120.5,123.529999,110.910385,3397600
2011-02-28,123.489998,124.849998,123.150002,124.620003,111.88903799999999,3129600
2011-03-01,125.400002,125.599998,120.769997,120.860001,108.513153,3131900
2011-03-02,120.889999,121.790001,119.040001,121.089996,108.71964299999999,2180100
2011-03-03,121.230003,124.66999799999999,120.720001,124.610001,111.88006599999999,3270400
2011-03-04,124.08000200000001,124.540001,121.660004,122.620003,110.09335300000001,2808600
2011-03-07,123.370003,124.0,119.489998,120.970001,108.6119,2830000
2011-03-08,120.91999799999999,122.470001,120.25,121.360001,108.962074,2083400
2011-03-09,121.230003,121.970001,119.879997,120.66999799999999,108.342545,1876000
2011-03-10,118.639999,119.690002,115.870003,115.940002,104.095764,4554700
2011-03-11,115.699997,119.370003,115.660004,118.82,106.68155700000001,3107300
2011-03-14,117.650002,119.57,117.410004,119.120003,106.95091200000002,2538400
2011-03-15,115.43,118.720001,114.220001,117.839996,105.801674,3091300
2011-03-16,117.660004,119.0,113.019997,113.769997,102.147446,6644200
2011-03-17,116.269997,118.43,115.400002,118.110001,106.04409799999999,3269900
2011-03-18,119.589996,120.480003,118.940002,120.110001,107.839775,5228700
2011-03-21,120.949997,125.099998,120.949997,125.099998,112.32,5063000
